
当前城市: 扬州, 下一城市: 盘锦, 高铁费用: 599.22, 门票费: 35.00, 累计费用: 1338.74, 累计时间: 11.98, 景点: 文笔峰道家文化苑
当前城市: 梧州, 下一城市: 湘西, 高铁费用: 335.44, 门票费: 86.00, 累计费用: 1632.07, 累计时间: 130.47, 景点: 大青山野生动物世界Daqing Shan Yesheng Dongwu World
当前城市: 恩施, 下一城市: 济宁, 高铁费用: 525.04, 门票费: 9.00, 累计费用: 534.04, 累计时间: 3.92, 景点: 凌云茶山金字塔Tea Mountain Pyramid, Lingyun
当前城市: 济宁, 下一城市: 仙桃, 高铁费用: 379.94, 门票费: 2.00, 累计费用: 915.98, 累计时间: 9.53, 景点: 千龟山Qianguishan
当前城市: 仙桃, 下一城市: 成都, 高铁费用: 539.85, 门票费: 73.00, 累计费用: 1528.83, 累计时间: 120.53, 景点: 万仙山景区Wanxian (“Ten Thousand Divinities”) Mountain Scenic Area
当前城市: 成都, 下一城市: 酒泉, 高铁费用: 682.16, 门票费: 33.00, 累计费用: 2243.99, 累计时间: 126.82, 景点: 团山村Tuanshan Village
当前城市: 酒泉, 下一城市: 石嘴山, 高铁费用: 409.18, 门票费: 0.00, 累计费用: 2653.17, 累计时间: 131.59, 景点: 五指山Wuzhishan
当前城市: 渭南, 下一城市: 阳泉, 高铁费用: 313.33, 门票费: 7.00, 累计费用: 320.33, 累计时间: 2.74, 景点: 山陕甘会馆Shanxi, Shaanxi and Gansu Province Hall
当前城市: 阳泉, 下一城市: 酒泉, 高铁费用: 793.39, 门票费: 33.00, 累计费用: 1146.72, 累计时间: 9.65, 景点: 团山村Tuanshan Village
当前城市: 酒泉, 下一城市: 驻马店, 高铁费用: 945.13, 门票费: 35.00, 累计费用: 2126.85, 累计时间: 17.40, 景点: 岱山湖Daishan Lake
当前城市: 驻马店, 下一城市: 崇左, 高铁费用: 810.62, 门票费: 90.00, 累计费用: 3027.46, 累计时间: 27.40, 景点: 九莲山景区Jiulian Mountain Scenic Area
当前城市: 崇左, 下一城市: 潍坊, 高铁费用: 1173.67, 门票费: 55.00, 累计费用: 4256.13, 累计时间: 105.92, 景点: 中坝大峡谷Zhongba Canyon
当前城市: 潍坊, 下一城市: 承德, 高铁费用: 289.95, 门票费: 30.00, 累计费用: 4576.08, 累计时间: 110.03, 景点: 彭祖山景区PengZuShan Scenic Area
当前城市: 承德, 下一城市: 台州, 高铁费用: 841.67, 门票费: 59.90, 累计费用: 5477.65, 累计时间: 126.71, 景点: 丫山风景区Mt. Ya Scenic Park
当前城市: 台州, 下一城市: 呼伦贝尔, 高铁费用: 1373.98, 门票费: 39.00, 累计费用: 6890.63, 累计时间: 137.84, 景点: 抱犊寨Baoduzhai
当前城市: 延安, 下一城市: 辽源, 高铁费用: 905.34, 门票费: 66.00, 累计费用: 971.34, 累计时间: 17.03, 景点: 巨石山Jushi Mountain
当前城市: 辽源, 下一城市: 绍兴, 高铁费用: 894.79, 门票费: 68.00, 累计费用: 1934.13, 累计时间: 34.00, 景点: 新甫山景区Xintaixinfu Mountain
当前城市: 绍兴, 下一城市: 鹤岗, 高铁费用: 1261.13, 门票费: 110.00, 累计费用: 3305.26, 累计时间: 43.51, 景点: 崆山白云洞White Cloud Cave of Mount Kong
当前城市: 鹤岗, 下一城市: 西安, 高铁费用: 1375.91, 门票费: 139.00, 累计费用: 4820.17, 累计时间: 53.65, 景点: 博山开元溶洞Kaiyuan Karst Cave in Boshan
当前城市: 西安, 下一城市: 重庆, 高铁费用: 346.26, 门票费: 38.70, 累计费用: 5205.13, 累计时间: 67.57, 景点: 岭祖大峡谷Lingzu Grand Canyon
当前城市: 重庆, 下一城市: 巴彦淖尔, 高铁费用: 748.33, 门票费: 19.60, 累计费用: 5973.07, 累计时间: 74.73, 景点: 望儿山Wang'er Mountain
当前城市: 巴彦淖尔, 下一城市: 通化, 高铁费用: 929.68, 门票费: 60.00, 累计费用: 6962.74, 累计时间: 82.40, 景点: 中国丹霞谷Danxia Valley
当前城市: 百色, 下一城市: 淮安, 高铁费用: 970.80, 门票费: 120.00, 累计费用: 1090.80, 累计时间: 6.89, 景点: 嘉峪关文物景区
当前城市: 淮安, 下一城市: 唐山, 高铁费用: 404.12, 门票费: 45.00, 累计费用: 1539.92, 累计时间: 12.64, 景点: 乌岩岭Wuyanling Nature Reserve
当前城市: 唐山, 下一城市: 常州, 高铁费用: 530.68, 门票费: 25.00, 累计费用: 2095.60, 累计时间: 17.59, 景点: 张果老山Zhang Guolao Mountain
当前城市: 常州, 下一城市: 黔西南, 高铁费用: 989.72, 门票费: 80.00, 累计费用: 3165.32, 累计时间: 27.59, 景点: 大别山主峰景区白马尖Baimajian in the Main Scenic Area of Dabie Mountain
当前城市: 黔西南, 下一城市: 上饶, 高铁费用: 809.59, 门票费: 40.00, 累计费用: 4014.91, 累计时间: 44.08, 景点: 五指山Wuzhi Mountain
当前城市: 上饶, 下一城市: 清远, 高铁费用: 435.33, 门票费: 168.00, 累计费用: 4618.24, 累计时间: 58.50, 景点: 五尖山国家森林公园Wujianshanguojia Forest Park
当前城市: 清远, 下一城市: 莱芜, 高铁费用: 877.06, 门票费: 38.80, 累计费用: 5534.10, 累计时间: 66.87, 景点: 巍宝山Weibao Mountain
当前城市: 莱芜, 下一城市: 拉萨, 高铁费用: 1544.15, 门票费: 20.00, 累计费用: 7098.25, 累计时间: 77.95, 景点: 位山黄河公园
当前城市: 拉萨, 下一城市: 承德, 高铁费用: 1634.82, 门票费: 30.00, 累计费用: 8763.08, 累计时间: 89.53, 景点: 彭祖山景区PengZuShan Scenic Area
当前城市: 承德, 下一城市: 台州, 高铁费用: 841.67, 门票费: 59.90, 累计费用: 9664.65, 累计时间: 106.21, 景点: 丫山风景区Mt. Ya Scenic Park
当前城市: 台州, 下一城市: 岳阳, 高铁费用: 485.96, 门票费: 100.00, 累计费用: 10250.61, 累计时间: 110.91, 景点: 天台山大瀑布Tiantai Mountain Waterfall
当前城市: 岳阳, 下一城市: 铜仁, 高铁费用: 255.03, 门票费: 27.00, 累计费用: 10532.64, 累计时间: 113.83, 景点: 南山一棵树观景台Nanshan Tree Viewing Platform
当前城市: 铜仁, 下一城市: 荆州, 高铁费用: 248.66, 门票费: 1.00, 累计费用: 10782.29, 累计时间: 118.71, 景点: 南山湖风景名胜区Nanshanhu Places of Interest
当前城市: 荆州, 下一城市: 肇庆, 高铁费用: 486.21, 门票费: 40.00, 累计费用: 11308.51, 累计时间: 124.41, 景点: 仙台山Xiantai Mountain
当前城市: 肇庆, 下一城市: 太原, 高铁费用: 988.79, 门票费: 79.90, 累计费用: 12377.20, 累计时间: 141.90, 景点: 尼山圣境景区Nishan Sacredland
当前城市: 邵阳, 下一城市: 深圳, 高铁费用: 350.11, 门票费: 9.00, 累计费用: 359.11, 累计时间: 3.45, 景点: 小鱼山公园Xiaoyushan Park
当前城市: 深圳, 下一城市: 马鞍山, 高铁费用: 656.25, 门票费: 40.00, 累计费用: 1055.35, 累计时间: 9.59, 景点: 云龙山Yunlong Mountain
当前城市: 马鞍山, 下一城市: 金昌, 高铁费用: 1001.62, 门票费: 29.10, 累计费用: 2086.08, 累计时间: 18.66, 景点: 云梦山风景区Yumeng Mountain Resort
当前城市: 金昌, 下一城市: 葫芦岛, 高铁费用: 967.51, 门票费: 170.00, 累计费用: 3223.58, 累计时间: 132.03, 景点: 太行山大峡谷Taihang Grand Canyon
当前城市: 葫芦岛, 下一城市: 鹰潭, 高铁费用: 858.36, 门票费: 20.00, 累计费用: 4101.94, 累计时间: 139.30, 景点: 仙人崖Immortal Cliff
当前城市: 鹰潭, 下一城市: 榆林, 高铁费用: 783.84, 门票费: 55.00, 累计费用: 4940.78, 累计时间: 146.65, 景点: 会稽山风景区Mount Huiji Scenic Area
当前城市: 亳州, 下一城市: 泸州, 高铁费用: 675.38, 门票费: 42.00, 累计费用: 717.38, 累计时间: 7.25, 景点: 东山风动石景区Dongshan  Fengdong Rock Scenic Area
当前城市: 泸州, 下一城市: 酒泉, 高铁费用: 818.88, 门票费: 33.00, 累计费用: 1569.26, 累计时间: 14.30, 景点: 团山村Tuanshan Village
当前城市: 酒泉, 下一城市: 合肥, 高铁费用: 1139.92, 门票费: 44.00, 累计费用: 2753.18, 累计时间: 23.13, 景点: 慕士塔格峰-喀拉库勒湖景区Karakul Lake
当前城市: 合肥, 下一城市: 昭通, 高铁费用: 838.22, 门票费: 226.00, 累计费用: 3817.41, 累计时间: 31.29, 景点: 天子山Tianzi Mountain
当前城市: 昭通, 下一城市: 普洱, 高铁费用: 343.88, 门票费: 0.00, 累计费用: 4161.29, 累计时间: 35.70, 景点: 大兴安岭资源馆Daxing'anling Natural Resource Exhibition
当前城市: 普洱, 下一城市: 天水, 高铁费用: 831.95, 门票费: 62.00, 累计费用: 5055.24, 累计时间: 52.32, 景点: 大熊山国家森林公园Daxiong Mountain National Forest Park
当前城市: 龙岩, 下一城市: 石河子, 高铁费用: 2108.04, 门票费: 100.00, 累计费用: 2208.04, 累计时间: 83.71, 景点: 少室山景区The Shaoshi Mountain Scenic Area
当前城市: 石河子, 下一城市: 陇南, 高铁费用: 1219.59, 门票费: 7.00, 累计费用: 3434.63, 累计时间: 91.49, 景点: 云髻山自然保护区Mt. Yunji Nature Reserve
当前城市: 陇南, 下一城市: 苏州, 高铁费用: 871.20, 门票费: 10.00, 累计费用: 4315.83, 累计时间: 97.83, 景点: 大悲山灵音禅寺
当前城市: 双鸭山, 下一城市: 六安, 高铁费用: 1245.67, 门票费: 9.00, 累计费用: 1254.67, 累计时间: 78.92, 景点: 南岭国家森林公园Nanling National Forest Park
当前城市: 六安, 下一城市: 潜江, 高铁费用: 225.30, 门票费: 18.00, 累计费用: 1497.98, 累计时间: 82.17, 景点: 东海半边山Banbian Mountain
当前城市: 潜江, 下一城市: 菏泽, 高铁费用: 352.42, 门票费: 55.00, 累计费用: 1905.40, 累计时间: 88.63, 景点: 关山草原Guanshan Grasslands
当前城市: 菏泽, 下一城市: 神农架, 高铁费用: 353.00, 门票费: 180.00, 累计费用: 2438.40, 累计时间: 91.59, 景点: 大峡谷
当前城市: 神农架, 下一城市: 拉萨, 高铁费用: 1128.44, 门票费: 20.00, 累计费用: 3586.84, 累计时间: 100.36, 景点: 位山黄河公园
当前城市: 拉萨, 下一城市: 娄底, 高铁费用: 1226.53, 门票费: 188.00, 累计费用: 5001.37, 累计时间: 109.67, 景点: 凤山万寿谷
当前城市: 娄底, 下一城市: 迪庆, 高铁费用: 725.47, 门票费: 6.00, 累计费用: 5732.85, 累计时间: 117.70, 景点: 九龙山国家森林公园Jiulongshan National Forest Park
当前城市: 迪庆, 下一城市: 大理, 高铁费用: 144.40, 门票费: 10.00, 累计费用: 5887.25, 累计时间: 119.51, 景点: 中山陵音乐台
当前城市: 大理, 下一城市: 贵港, 高铁费用: 598.83, 门票费: 40.00, 累计费用: 6526.07, 累计时间: 127.33, 景点: 八公山风景区（国家地质公园）Bagong Mountain National Forest Park
当前城市: 贵港, 下一城市: 潮州, 高铁费用: 431.62, 门票费: 50.00, 累计费用: 7007.69, 累计时间: 132.23, 景点: 九真山风景区Jiuzhen Mountain Scenic Area
当前城市: 潮州, 下一城市: 舟山, 高铁费用: 535.16, 门票费: 9.00, 累计费用: 7551.85, 累计时间: 137.70, 景点: 天山野生动物园Tianshan Mountain Wildlife Park
当前城市: 山南, 下一城市: 广安, 高铁费用: 863.52, 门票费: 54.00, 累计费用: 917.52, 累计时间: 9.80, 景点: 天马山生态旅游区Tianma Mountain Ecotourism Resort
当前城市: 广安, 下一城市: 黔东南, 高铁费用: 270.22, 门票费: 40.00, 累计费用: 1227.74, 累计时间: 14.30, 景点: 斗篷山景区Doupeng Hill
当前城市: 黔东南, 下一城市: 朔州, 高铁费用: 885.97, 门票费: 55.00, 累计费用: 2168.71, 累计时间: 31.22, 景点: 丫山花海石林Yashan Flower Sea and Stone Forest
当前城市: 朔州, 下一城市: 临沧, 高铁费用: 1244.37, 门票费: 1.00, 累计费用: 3414.08, 累计时间: 41.63, 景点: 云门山风景区Yunmenshan Scenic Spot
当前城市: 临沧, 下一城市: 保定, 高铁费用: 1325.37, 门票费: 6.00, 累计费用: 4745.45, 累计时间: 51.50, 景点: 佛山祖庙Foshan Ancestral Temple
当前城市: 保定, 下一城市: 鄂尔多斯, 高铁费用: 298.77, 门票费: 83.00, 累计费用: 5127.22, 累计时间: 56.66, 景点: 二郎山喇叭河风景区Laba River Park, Erlangshan National Park
当前城市: 鄂尔多斯, 下一城市: 温州, 高铁费用: 981.57, 门票费: 48.00, 累计费用: 6156.80, 累计时间: 65.11, 景点: 山塘街Shantang Street
当前城市: 温州, 下一城市: 滁州, 高铁费用: 318.35, 门票费: 30.00, 累计费用: 6505.15, 累计时间: 138.88, 景点: 僖山景区
当前城市: 滁州, 下一城市: 丽江, 高铁费用: 1109.03, 门票费: 55.00, 累计费用: 7669.17, 累计时间: 147.54, 景点: 东寨港红树林Dongzhaigang mangroves
当前城市: 铁门关, 下一城市: 赤峰, 高铁费用: 1635.78, 门票费: 7.00, 累计费用: 1642.78, 累计时间: 11.59, 景点: 古城岩Guchengyan
当前城市: 赤峰, 下一城市: 青木川, 高铁费用: 916.11, 门票费: 5.00, 累计费用: 2563.89, 累计时间: 21.68, 景点: 大基山Daji Mountain
当前城市: 青木川, 下一城市: 洛阳, 高铁费用: 353.70, 门票费: 5.00, 累计费用: 2922.59, 累计时间: 27.14, 景点: 文峰寺Wenfeng Temple
当前城市: 洛阳, 下一城市: 金昌, 高铁费用: 607.94, 门票费: 29.10, 累计费用: 3559.62, 累计时间: 34.02, 景点: 云梦山风景区Yumeng Mountain Resort
当前城市: 金昌, 下一城市: 晋中, 高铁费用: 557.00, 门票费: 1.00, 累计费用: 4117.62, 累计时间: 109.11, 景点: 摩天岭Motianling Mountain
当前城市: 晋中, 下一城市: 芜湖, 高铁费用: 524.97, 门票费: 45.00, 累计费用: 4687.60, 累计时间: 116.03, 景点: 大阳山国家森林公园Dayangshan National Forest Park
当前城市: 芜湖, 下一城市: 益阳, 高铁费用: 397.01, 门票费: 64.00, 累计费用: 5148.61, 累计时间: 120.74, 景点: 岐山周公庙景区Zhou Gong Temple
当前城市: 益阳, 下一城市: 潮州, 高铁费用: 415.62, 门票费: 50.00, 累计费用: 5614.23, 累计时间: 125.55, 景点: 九真山风景区Jiuzhen Mountain Scenic Area
当前城市: 潮州, 下一城市: 双鸭山, 高铁费用: 1720.17, 门票费: 49.50, 累计费用: 7383.89, 累计时间: 138.60, 景点: 千佛崖Qianfo (Thousand Buddha) Cliff
当前城市: 永州, 下一城市: 白银, 高铁费用: 797.51, 门票费: 60.00, 累计费用: 857.51, 累计时间: 6.93, 景点: 月亮湾·金钟山景区
当前城市: 白银, 下一城市: 万宁, 高铁费用: 1239.34, 门票费: 1.00, 累计费用: 2097.85, 累计时间: 18.32, 景点: 五桂山Wuguishan
当前城市: 万宁, 下一城市: 莱芜, 高铁费用: 1238.18, 门票费: 38.80, 累计费用: 3374.83, 累计时间: 28.69, 景点: 巍宝山Weibao Mountain
当前城市: 莱芜, 下一城市: 张掖, 高铁费用: 927.33, 门票费: 95.00, 累计费用: 4397.15, 累计时间: 38.85, 景点: 南丹山森林王国Nandanshan Discovery Park
当前城市: 张掖, 下一城市: 淮安, 高铁费用: 1057.42, 门票费: 120.00, 累计费用: 5574.57, 累计时间: 46.22, 景点: 嘉峪关文物景区
当前城市: 淮安, 下一城市: 惠州, 高铁费用: 750.52, 门票费: 20.00, 累计费用: 6345.09, 累计时间: 62.39, 景点: 三明九阜山Jiufu Mountain
当前城市: 惠州, 下一城市: 黔东南, 高铁费用: 453.15, 门票费: 40.00, 累计费用: 6838.24, 累计时间: 67.91, 景点: 斗篷山景区Doupeng Hill
当前城市: 黔东南, 下一城市: 朔州, 高铁费用: 885.97, 门票费: 55.00, 累计费用: 7779.21, 累计时间: 84.83, 景点: 丫山花海石林Yashan Flower Sea and Stone Forest
当前城市: 阿里, 下一城市: 雅安, 高铁费用: 1315.23, 门票费: 178.00, 累计费用: 1493.23, 累计时间: 19.31, 景点: 岳麓山Yuelu Mountain
当前城市: 雅安, 下一城市: 上饶, 高铁费用: 876.02, 门票费: 40.00, 累计费用: 2409.26, 累计时间: 36.17, 景点: 五指山Wuzhi Mountain
当前城市: 上饶, 下一城市: 那曲, 高铁费用: 1504.99, 门票费: 60.00, 累计费用: 3974.25, 累计时间: 56.53, 景点: 五华山旅游区Wuhuashan
当前城市: 那曲, 下一城市: 抚州, 高铁费用: 1421.84, 门票费: 50.00, 累计费用: 5446.09, 累计时间: 66.93, 景点: 建水团山村
当前城市: 延安, 下一城市: 辽源, 高铁费用: 905.34, 门票费: 66.00, 累计费用: 971.34, 累计时间: 17.03, 景点: 巨石山Jushi Mountain
当前城市: 辽源, 下一城市: 东方, 高铁费用: 1839.51, 门票费: 6.00, 累计费用: 2816.86, 累计时间: 39.25, 景点: 微山岛景区Weishan Island Scenic Area
当前城市: 东方, 下一城市: 常德, 高铁费用: 688.26, 门票费: 70.00, 累计费用: 3575.11, 累计时间: 47.07, 景点: 七星岩景区
当前城市: 常德, 下一城市: 泉州, 高铁费用: 498.94, 门票费: 7.00, 累计费用: 4081.05, 累计时间: 61.84, 景点: 南明山景区Nanming Mountain
当前城市: 泉州, 下一城市: 贵港, 高铁费用: 565.61, 门票费: 40.00, 累计费用: 4686.67, 累计时间: 69.49, 景点: 八公山风景区（国家地质公园）Bagong Mountain National Forest Park
当前城市: 景德镇, 下一城市: 怒江, 高铁费用: 1106.76, 门票费: 25.00, 累计费用: 1131.76, 累计时间: 12.15, 景点: 北京凤凰岭景区Fenghuangling Natural Scenic Area
当前城市: 怒江, 下一城市: 滁州, 高铁费用: 1212.37, 门票费: 30.00, 累计费用: 2374.13, 累计时间: 90.88, 景点: 僖山景区
当前城市: 滨州, 下一城市: 青木川, 高铁费用: 699.80, 门票费: 5.00, 累计费用: 704.80, 累计时间: 8.89, 景点: 大基山Daji Mountain
当前城市: 青木川, 下一城市: 张家界, 高铁费用: 321.20, 门票费: 38.00, 累计费用: 1064.00, 累计时间: 22.67, 景点: 天坪山云林天乡Yunlin Tianxiang, Tianping Mountain
当前城市: 张家界, 下一城市: 崇左, 高铁费用: 486.92, 门票费: 90.00, 累计费用: 1640.92, 累计时间: 30.88, 景点: 九莲山景区Jiulian Mountain Scenic Area
当前城市: 崇左, 下一城市: 武威, 高铁费用: 1073.42, 门票费: 8.00, 累计费用: 2722.34, 累计时间: 37.84, 景点: 大雁山Dayan Mountain
当前城市: 武威, 下一城市: 上饶, 高铁费用: 1062.65, 门票费: 40.00, 累计费用: 3824.99, 累计时间: 55.74, 景点: 五指山Wuzhi Mountain
当前城市: 上饶, 下一城市: 蚌埠, 高铁费用: 298.54, 门票费: 29.00, 累计费用: 4152.54, 累计时间: 61.40, 景点: 南山植物园Nanshan Botanical Garden
当前城市: 蚌埠, 下一城市: 赤峰, 高铁费用: 628.24, 门票费: 7.00, 累计费用: 4787.78, 累计时间: 67.39, 景点: 古城岩Guchengyan
当前城市: 赤峰, 下一城市: 张家口, 高铁费用: 222.43, 门票费: 45.00, 累计费用: 5055.21, 累计时间: 72.13, 景点: 仙叠岩Xiandie Rock
当前城市: 张家口, 下一城市: 东方, 高铁费用: 1492.20, 门票费: 6.00, 累计费用: 6553.41, 累计时间: 92.42, 景点: 微山岛景区Weishan Island Scenic Area
当前城市: 东方, 下一城市: 常德, 高铁费用: 688.26, 门票费: 70.00, 累计费用: 7311.66, 累计时间: 100.24, 景点: 七星岩景区
当前城市: 常德, 下一城市: 雄安新区, 高铁费用: 704.60, 门票费: 2.00, 累计费用: 8018.26, 累计时间: 105.16, 景点: 中山码头Zhongshan Ferry Terminal
当前城市: 雄安新区, 下一城市: 遵义, 高铁费用: 902.14, 门票费: 30.00, 累计费用: 8950.40, 累计时间: 122.17, 景点: 天平山Tianpingshan
当前城市: 遵义, 下一城市: 攀枝花, 高铁费用: 318.44, 门票费: 800.00, 累计费用: 10068.84, 累计时间: 126.94, 景点: 东巴谷Dongba Valley
当前城市: 攀枝花, 下一城市: 衢州, 高铁费用: 1024.00, 门票费: 45.00, 累计费用: 11137.84, 累计时间: 135.63, 景点: 大奇山国家森林公园Daqishan National Forest Park
当前城市: 衢州, 下一城市: 襄阳, 高铁费用: 438.35, 门票费: 1.00, 累计费用: 11577.18, 累计时间: 141.56, 景点: 五莲山风景区Wulian Mountain Scenic Spot
当前城市: 淮南, 下一城市: 东方, 高铁费用: 1031.43, 门票费: 6.00, 累计费用: 1037.43, 累计时间: 17.73, 景点: 微山岛景区Weishan Island Scenic Area
当前城市: 东方, 下一城市: 和田, 高铁费用: 2060.56, 门票费: 100.00, 累计费用: 3197.99, 累计时间: 30.18, 景点: 太蓬山Tai Peng Mountain
当前城市: 和田, 下一城市: 湛江, 高铁费用: 2050.18, 门票费: 100.00, 累计费用: 5348.18, 累计时间: 44.57, 景点: 岜沙苗寨Basha Miao Nationality Village
当前城市: 湛江, 下一城市: 抚州, 高铁费用: 574.50, 门票费: 50.00, 累计费用: 5972.68, 累计时间: 50.26, 景点: 建水团山村
当前城市: 抚州, 下一城市: 湘潭, 高铁费用: 201.18, 门票费: 120.00, 累计费用: 6293.85, 累计时间: 53.88, 景点: 山海关王家大院Wang Courtyard
当前城市: 湘潭, 下一城市: 盘锦, 高铁费用: 1017.48, 门票费: 35.00, 累计费用: 7346.34, 累计时间: 62.53, 景点: 文笔峰道家文化苑
当前城市: 西双版纳, 下一城市: 杭州, 高铁费用: 1281.36, 门票费: 0.00, 累计费用: 1281.36, 累计时间: 9.62, 景点: 万象山公园Wanxiangshan Park
当前城市: 杭州, 下一城市: 淄博, 高铁费用: 452.10, 门票费: 1.60, 累计费用: 1735.06, 累计时间: 120.13, 景点: 仙堂山Xiantang Mountain
当前城市: 淄博, 下一城市: 临沂, 高铁费用: 115.63, 门票费: 24.50, 累计费用: 1875.19, 累计时间: 122.27, 景点: 文峰塔Wenfeng Tower
当前城市: 临沂, 下一城市: 太原, 高铁费用: 361.96, 门票费: 79.90, 累计费用: 2317.05, 累计时间: 136.28, 景点: 尼山圣境景区Nishan Sacredland
当前城市: 佳木斯, 下一城市: 阿勒泰, 高铁费用: 1885.67, 门票费: 45.00, 累计费用: 1930.67, 累计时间: 11.48, 景点: 卢崖瀑布风景区Luya Waterfall
当前城市: 阿勒泰, 下一城市: 赤峰, 高铁费用: 1485.67, 门票费: 7.00, 累计费用: 3423.34, 累计时间: 22.23, 景点: 古城岩Guchengyan
当前城市: 赤峰, 下一城市: 大同, 高铁费用: 316.10, 门票费: 40.00, 累计费用: 3779.44, 累计时间: 25.99, 景点: 合掌峰Hezhang Peak
当前城市: 大同, 下一城市: 大庆, 高铁费用: 717.65, 门票费: 278.00, 累计费用: 4775.08, 累计时间: 31.47, 景点: 天门山玻璃栈道Tianmen Mountain Glass Walkway
当前城市: 大庆, 下一城市: 泰安, 高铁费用: 799.26, 门票费: 70.00, 累计费用: 5644.34, 累计时间: 47.91, 景点: 大洪山风景名胜区Dahong Mountain Scenic Spot
当前城市: 泰安, 下一城市: 廊坊, 高铁费用: 224.38, 门票费: 84.00, 累计费用: 5952.72, 累计时间: 52.16, 景点: 地下大峡谷Underground Great Canyon
当前城市: 廊坊, 下一城市: 新余, 高铁费用: 787.57, 门票费: 90.00, 累计费用: 6830.29, 累计时间: 59.03, 景点: 山海洞Sanhaidong
当前城市: 新余, 下一城市: 大理, 高铁费用: 890.23, 门票费: 10.00, 累计费用: 7730.52, 累计时间: 64.98, 景点: 中山陵音乐台
当前城市: 湛江, 下一城市: 南昌, 高铁费用: 595.29, 门票费: 5.00, 累计费用: 600.29, 累计时间: 5.81, 景点: 剑山The Sword Mountain
当前城市: 南昌, 下一城市: 十堰, 高铁费用: 391.89, 门票费: 40.00, 累计费用: 1032.18, 累计时间: 79.98, 景点: 帽儿山Maoer Mountain
当前城市: 十堰, 下一城市: 兰州, 高铁费用: 446.56, 门票费: 60.00, 累计费用: 1538.73, 累计时间: 94.47, 景点: 姑婆山Gupo Mountain
当前城市: 兰州, 下一城市: 来宾, 高铁费用: 878.01, 门票费: 38.00, 累计费用: 2454.74, 累计时间: 102.34, 景点: 圣经山风景区Shengjingshan Sceneic Area
当前城市: 来宾, 下一城市: 莆田, 高铁费用: 604.26, 门票费: 77.50, 累计费用: 3136.50, 累计时间: 107.20, 景点: 巴勒瑶族高山玻璃栈道Bale Yao Nationality Mountain Glass Path
当前城市: 莆田, 下一城市: 邵阳, 高铁费用: 466.15, 门票费: 180.00, 累计费用: 3782.66, 累计时间: 121.79, 景点: 东部华侨城茶溪谷Eastern Huaqiao Cheng Tea Valley
当前城市: 邵阳, 下一城市: 安阳, 高铁费用: 613.82, 门票费: 65.00, 累计费用: 4461.47, 累计时间: 137.20, 景点: 天河山Tianhe Mountain
当前城市: 安阳, 下一城市: 福州, 高铁费用: 724.74, 门票费: 30.00, 累计费用: 5216.22, 累计时间: 147.23, 景点: 七仙岭温泉
当前城市: 梧州, 下一城市: 庆阳, 高铁费用: 842.71, 门票费: 64.50, 累计费用: 907.21, 累计时间: 7.18, 景点: 十里蓝山Ten Miles Blue Mountain
当前城市: 庆阳, 下一城市: 六盘水, 高铁费用: 628.93, 门票费: 60.00, 累计费用: 1596.14, 累计时间: 11.68, 景点: 孟门山Mengmen Mountain
当前城市: 六盘水, 下一城市: 江门, 高铁费用: 567.54, 门票费: 60.00, 累计费用: 2223.68, 累计时间: 16.83, 景点: 摩天岭Motianling
当前城市: 江门, 下一城市: 玉林, 高铁费用: 179.00, 门票费: 55.00, 累计费用: 2457.69, 累计时间: 21.32, 景点: 广西龙虎山风景区Longhushan Nature Reserve
当前城市: 玉林, 下一城市: 淮安, 高铁费用: 895.99, 门票费: 120.00, 累计费用: 3473.68, 累计时间: 27.80, 景点: 嘉峪关文物景区
当前城市: 淮安, 下一城市: 遂宁, 高铁费用: 786.43, 门票费: 33.00, 累计费用: 4293.12, 累计时间: 34.67, 景点: 五指山热带雨林风景区Wuzhishan Tropical Rainforest
当前城市: 遂宁, 下一城市: 遵义, 高铁费用: 202.29, 门票费: 30.00, 累计费用: 4525.41, 累计时间: 47.79, 景点: 天平山Tianpingshan
当前城市: 遵义, 下一城市: 滁州, 高铁费用: 724.93, 门票费: 30.00, 累计费用: 5280.34, 累计时间: 123.82, 景点: 僖山景区
当前城市: 吴忠, 下一城市: 海口, 高铁费用: 1219.37, 门票费: 80.00, 累计费用: 1299.37, 累计时间: 16.77, 景点: 云丘山旅游风景区
当前城市: 海口, 下一城市: 福州, 高铁费用: 687.86, 门票费: 30.00, 累计费用: 2017.23, 累计时间: 26.60, 景点: 七仙岭温泉
当前城市: 福州, 下一城市: 遵义, 高铁费用: 743.81, 门票费: 30.00, 累计费用: 2791.04, 累计时间: 42.73, 景点: 天平山Tianpingshan
当前城市: 遵义, 下一城市: 攀枝花, 高铁费用: 318.44, 门票费: 800.00, 累计费用: 3909.48, 累计时间: 47.50, 景点: 东巴谷Dongba Valley
当前城市: 攀枝花, 下一城市: 哈密, 高铁费用: 1171.51, 门票费: 160.00, 累计费用: 5240.98, 累计时间: 54.76, 景点: 吐鲁克岩画Tuluke Rock Paintings
当前城市: 哈密, 下一城市: 崇左, 高铁费用: 1565.39, 门票费: 90.00, 累计费用: 6896.37, 累计时间: 68.95, 景点: 九莲山景区Jiulian Mountain Scenic Area
当前城市: 崇左, 下一城市: 玉林, 高铁费用: 174.27, 门票费: 55.00, 累计费用: 7125.64, 累计时间: 73.42, 景点: 广西龙虎山风景区Longhushan Nature Reserve
